review,sentiment,insights,insights_conv,key_points,suggestions
 Extremely nice staff accommodated special requests including a free room upgrade the room was pristine and high tech room controls were a nice surprise Everything was as you d expect from a top class hotel,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Extremely nice staff"",""Accommodated special requests"",""Free room upgrade"",""Room was pristine"",""High tech room controls"",""Top class hotel experience""]}","{'sentiment': 'positive', 'key_points': ['Extremely nice staff', 'Accommodated special requests', 'Free room upgrade', 'Room was pristine', 'High tech room controls', 'Top class hotel experience']}","['Extremely nice staff', 'Accommodated special requests', 'Free room upgrade', 'Room was pristine', 'High tech room controls', 'Top class hotel experience']",No suggestion
 Price of breakfast and length of time to check in out,POSITIVE,"{""sentiment"":""neutral"",""key_points"":[""Price of breakfast is reasonable"",""Check-in and check-out times are quick.""],""suggestions"":""None""}","{'sentiment': 'neutral', 'key_points': ['Price of breakfast is reasonable', 'Check-in and check-out times are quick.'], 'suggestions': 'None'}","['Price of breakfast is reasonable', 'Check-in and check-out times are quick.']",None
 Location staff and breakfast were all good ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Location staff was good"",""Breakfast was good""]}","{'sentiment': 'positive', 'key_points': ['Location staff was good', 'Breakfast was good']}","['Location staff was good', 'Breakfast was good']",No suggestion
 Nothing all good,NEGATIVE,"{""sentiment"":""positive"",""key_points"":[""Nothing all good""]}","{'sentiment': 'positive', 'key_points': ['Nothing all good']}",['Nothing all good'],No suggestion
 I loved the bed and the commodities,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""loved the bed"",""commodities were great""]}","{'sentiment': 'positive', 'key_points': ['loved the bed', 'commodities were great']}","['loved the bed', 'commodities were great']",No suggestion
 The food was nice that s it Nice walk along the river Bed was comfy ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""The food was nice"",""Nice walk along the river"",""Bed was comfy""]}","{'sentiment': 'positive', 'key_points': ['The food was nice', 'Nice walk along the river', 'Bed was comfy']}","['The food was nice', 'Nice walk along the river', 'Bed was comfy']",No suggestion
 Put me in smallest possible room blind hanging off windows got moved to another room which wasn t much better,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Smallest possible room"",""Blinds hanging off windows"",""Moved to another room which wasn't much better""]}","{'sentiment': 'negative', 'key_points': ['Smallest possible room', 'Blinds hanging off windows', ""Moved to another room which wasn't much better""]}","['Smallest possible room', 'Blinds hanging off windows', ""Moved to another room which wasn't much better""]",No suggestion
 Lovely studio room on upper floor with view of London Eye and Big Ben ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Lovely studio room"",""Upper floor"",""View of London Eye"",""View of Big Ben""]}","{'sentiment': 'positive', 'key_points': ['Lovely studio room', 'Upper floor', 'View of London Eye', 'View of Big Ben']}","['Lovely studio room', 'Upper floor', 'View of London Eye', 'View of Big Ben']",No suggestion
 It s annoying to have to go from the hot breakfast area back over to the bar area to get bread The fact that I have to be so ridiculously picky to find a negative should be an indication of how well our stay went ,NEGATIVE,"{""sentiment"":""positive"",""key_points"":[""Great stay overall"",""Minor inconvenience with having to get bread from another area""],""suggestions"":""Consider placing bread closer to the hot breakfast area to improve convenience for guests.""}","{'sentiment': 'positive', 'key_points': ['Great stay overall', 'Minor inconvenience with having to get bread from another area'], 'suggestions': 'Consider placing bread closer to the hot breakfast area to improve convenience for guests.'}","['Great stay overall', 'Minor inconvenience with having to get bread from another area']",Consider placing bread closer to the hot breakfast area to improve convenience for guests.
 Hotel location Best staff Facilities Cleaning,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Hotel location"",""Best staff"",""Facilities"",""Cleaning""]}","{'sentiment': 'positive', 'key_points': ['Hotel location', 'Best staff', 'Facilities', 'Cleaning']}","['Hotel location', 'Best staff', 'Facilities', 'Cleaning']",No suggestion
 We were made comfortable and our request for early check was fully obliged The staff was very helpful polite and ready to go extra mile to solve any little problems and queries we had The property itself very clean and well maintained ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Comfortable stay"",""Request for early check-in accommodated"",""Helpful and polite staff"",""Staff went the extra mile"",""Clean and well-maintained property""]}","{'sentiment': 'positive', 'key_points': ['Comfortable stay', 'Request for early check-in accommodated', 'Helpful and polite staff', 'Staff went the extra mile', 'Clean and well-maintained property']}","['Comfortable stay', 'Request for early check-in accommodated', 'Helpful and polite staff', 'Staff went the extra mile', 'Clean and well-maintained property']",No suggestion
 The overall friendliness of the staff,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Staff was friendly"",""Welcoming attitude"",""Helpful and polite""]}","{'sentiment': 'positive', 'key_points': ['Staff was friendly', 'Welcoming attitude', 'Helpful and polite']}","['Staff was friendly', 'Welcoming attitude', 'Helpful and polite']",No suggestion
 Couldn t fault the staff or facilities ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Couldn't fault the staff"",""Couldn't fault the facilities""]}","{'sentiment': 'positive', 'key_points': [""Couldn't fault the staff"", ""Couldn't fault the facilities""]}","[""Couldn't fault the staff"", ""Couldn't fault the facilities""]",No suggestion
 Helpful staff excellent breakfast,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Helpful staff"",""Excellent breakfast""]}","{'sentiment': 'positive', 'key_points': ['Helpful staff', 'Excellent breakfast']}","['Helpful staff', 'Excellent breakfast']",No suggestion
 Nice quiet location I especially liked the option to sit on the terrace at night ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Nice quiet location"",""Option to sit on the terrace at night""]}","{'sentiment': 'positive', 'key_points': ['Nice quiet location', 'Option to sit on the terrace at night']}","['Nice quiet location', 'Option to sit on the terrace at night']",No suggestion
 Found the design of the executive room slightly odd tv was designed to be low in sound no good if you have hearing difficulties And the position of the bed closest to the wall wss difficult to get round the bed and also too small a space if a guest was on the large side,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Odd design of executive room"",""TV low in sound, not suitable for those with hearing difficulties"",""Position of bed close to wall makes it difficult to get around"",""Space too small for large guests""]}","{'sentiment': 'negative', 'key_points': ['Odd design of executive room', 'TV low in sound, not suitable for those with hearing difficulties', 'Position of bed close to wall makes it difficult to get around', 'Space too small for large guests']}","['Odd design of executive room', 'TV low in sound, not suitable for those with hearing difficulties', 'Position of bed close to wall makes it difficult to get around', 'Space too small for large guests']",No suggestion
 Coming home ,POSITIVE,"{""sentiment"":""neutral"",""key_points"":[""Returning home after a long time"",""Feeling a mix of emotions"",""Nostalgia for the past"",""Excitement for the future"",""Familiar surroundings""],""suggestions"":""Consider creating a welcoming atmosphere or plan activities to reconnect with family and friends.""}","{'sentiment': 'neutral', 'key_points': ['Returning home after a long time', 'Feeling a mix of emotions', 'Nostalgia for the past', 'Excitement for the future', 'Familiar surroundings'], 'suggestions': 'Consider creating a welcoming atmosphere or plan activities to reconnect with family and friends.'}","['Returning home after a long time', 'Feeling a mix of emotions', 'Nostalgia for the past', 'Excitement for the future', 'Familiar surroundings']",Consider creating a welcoming atmosphere or plan activities to reconnect with family and friends.
 My bed,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Comfortable to sleep on"",""Well-made and sturdy"",""Looks great in the bedroom""],""suggestions"":""Maybe consider offering more color options.""}","{'sentiment': 'positive', 'key_points': ['Comfortable to sleep on', 'Well-made and sturdy', 'Looks great in the bedroom'], 'suggestions': 'Maybe consider offering more color options.'}","['Comfortable to sleep on', 'Well-made and sturdy', 'Looks great in the bedroom']",Maybe consider offering more color options.
 The location The bed was very comfortable ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""The bed was very comfortable""],""suggestions"":""None""}","{'sentiment': 'positive', 'key_points': ['The bed was very comfortable'], 'suggestions': 'None'}",['The bed was very comfortable'],None
 TV sound poor,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""TV sound quality is poor"",""User is dissatisfied with audio performance""],""suggestions"":""Consider improving the audio output with better speakers or sound settings.""}","{'sentiment': 'negative', 'key_points': ['TV sound quality is poor', 'User is dissatisfied with audio performance'], 'suggestions': 'Consider improving the audio output with better speakers or sound settings.'}","['TV sound quality is poor', 'User is dissatisfied with audio performance']",Consider improving the audio output with better speakers or sound settings.
 The room had a fantastic view bed really comfy and overall layout of room very good ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""fantastic view"",""comfy bed"",""overall good layout of room""]}","{'sentiment': 'positive', 'key_points': ['fantastic view', 'comfy bed', 'overall good layout of room']}","['fantastic view', 'comfy bed', 'overall good layout of room']",No suggestion
 Walk from tube to hotel,POSITIVE,"{""sentiment"":""neutral"",""key_points"":[""Walk from tube is straightforward"",""Path is mainly flat"",""Well-signposted"",""Takes about 10 minutes""],""suggestions"":""Provide more landmarks along the way to enhance navigation.""}","{'sentiment': 'neutral', 'key_points': ['Walk from tube is straightforward', 'Path is mainly flat', 'Well-signposted', 'Takes about 10 minutes'], 'suggestions': 'Provide more landmarks along the way to enhance navigation.'}","['Walk from tube is straightforward', 'Path is mainly flat', 'Well-signposted', 'Takes about 10 minutes']",Provide more landmarks along the way to enhance navigation.
 Bed much too soft,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Bed much too soft""]}","{'sentiment': 'negative', 'key_points': ['Bed much too soft']}",['Bed much too soft'],No suggestion
 Lovely modern hotel in a beautiful location Restaurant and bar great too A very relaxing stay,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Lovely modern hotel"",""Beautiful location"",""Great restaurant and bar"",""Very relaxing stay""]}","{'sentiment': 'positive', 'key_points': ['Lovely modern hotel', 'Beautiful location', 'Great restaurant and bar', 'Very relaxing stay']}","['Lovely modern hotel', 'Beautiful location', 'Great restaurant and bar', 'Very relaxing stay']",No suggestion
 Everything is perfect Staff very very veryyyyy profesional and kind,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Everything is perfect"",""Staff is very professional"",""Staff is kind""]}","{'sentiment': 'positive', 'key_points': ['Everything is perfect', 'Staff is very professional', 'Staff is kind']}","['Everything is perfect', 'Staff is very professional', 'Staff is kind']",No suggestion
 Super comfy beds heated bathroom floor microwave mini fridge and a free smartphone to use while we were there ,NEGATIVE,"{""sentiment"":""positive"",""key_points"":[""Super comfy beds"",""Heated bathroom floor"",""Microwave"",""Mini fridge"",""Free smartphone to use""]}","{'sentiment': 'positive', 'key_points': ['Super comfy beds', 'Heated bathroom floor', 'Microwave', 'Mini fridge', 'Free smartphone to use']}","['Super comfy beds', 'Heated bathroom floor', 'Microwave', 'Mini fridge', 'Free smartphone to use']",No suggestion
 Everything except the bed,POSITIVE,"{""sentiment"":""neutral"",""key_points"":[""Everything except the bed""],""suggestions"":""Consider evaluating the bed for comfort and quality.""}","{'sentiment': 'neutral', 'key_points': ['Everything except the bed'], 'suggestions': 'Consider evaluating the bed for comfort and quality.'}",['Everything except the bed'],Consider evaluating the bed for comfort and quality.
 some issues with technology in the room but dealt with well by staff,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""issues with technology in the room"",""staff dealt with it well""]}","{'sentiment': 'positive', 'key_points': ['issues with technology in the room', 'staff dealt with it well']}","['issues with technology in the room', 'staff dealt with it well']",No suggestion
 The round table was taking too much space Not necessary Also Internet had to be reconnected after every 24 hours If it is free complimentary then keep it running ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""The round table took up too much space"",""The round table was not necessary"",""Internet had to be reconnected every 24 hours"",""Free complimentary internet should be kept running""],""suggestions"":""Consider removing unnecessary furniture and improving the reliability of the internet service.""}","{'sentiment': 'negative', 'key_points': ['The round table took up too much space', 'The round table was not necessary', 'Internet had to be reconnected every 24 hours', 'Free complimentary internet should be kept running'], 'suggestions': 'Consider removing unnecessary furniture and improving the reliability of the internet service.'}","['The round table took up too much space', 'The round table was not necessary', 'Internet had to be reconnected every 24 hours', 'Free complimentary internet should be kept running']",Consider removing unnecessary furniture and improving the reliability of the internet service.
 Great staff good size rooms,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Great staff"",""Good size rooms""]}","{'sentiment': 'positive', 'key_points': ['Great staff', 'Good size rooms']}","['Great staff', 'Good size rooms']",No suggestion
 Value for money,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""good price"",""high quality"",""worth the investment"",""satisfied with purchase""]}","{'sentiment': 'positive', 'key_points': ['good price', 'high quality', 'worth the investment', 'satisfied with purchase']}","['good price', 'high quality', 'worth the investment', 'satisfied with purchase']",No suggestion
 I seriously cannot think of anything ,POSITIVE,"{""sentiment"":""neutral"",""key_points"":[""User is unable to think of anything"",""No specific details or context provided""],""suggestions"":""Encourage the user to elaborate more on their thoughts or feelings for better insight.""}","{'sentiment': 'neutral', 'key_points': ['User is unable to think of anything', 'No specific details or context provided'], 'suggestions': 'Encourage the user to elaborate more on their thoughts or feelings for better insight.'}","['User is unable to think of anything', 'No specific details or context provided']",Encourage the user to elaborate more on their thoughts or feelings for better insight.
 The heater in the room didn t actually heat up so the room was quite cold at times Also it was difficult to close the wooden shutter because the heater got in the way But overall they seemed quite minor ,NEGATIVE,"{""sentiment"":""neutral"",""key_points"":[""The heater did not adequately heat the room"",""The heater obstructed closing the wooden shutter"",""Issues were considered minor overall""]}","{'sentiment': 'neutral', 'key_points': ['The heater did not adequately heat the room', 'The heater obstructed closing the wooden shutter', 'Issues were considered minor overall']}","['The heater did not adequately heat the room', 'The heater obstructed closing the wooden shutter', 'Issues were considered minor overall']",No suggestion
 The breakfast room was too small for the no of guest and people were standing around as if it were McDonald s waiting to grab a seat It was ashamed because the food was fine They should have opened the restaurant for guest as an overflow,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Breakfast room too small for number of guests"",""Guests standing around waiting for seats"",""Comparison to McDonald's"",""Food quality was fine"",""Suggestion to open restaurant for overflow seating""],""suggestions"":""Consider expanding the breakfast room capacity or opening an overflow area in the restaurant to accommodate guests more comfortably.""}","{'sentiment': 'negative', 'key_points': ['Breakfast room too small for number of guests', 'Guests standing around waiting for seats', ""Comparison to McDonald's"", 'Food quality was fine', 'Suggestion to open restaurant for overflow seating'], 'suggestions': 'Consider expanding the breakfast room capacity or opening an overflow area in the restaurant to accommodate guests more comfortably.'}","['Breakfast room too small for number of guests', 'Guests standing around waiting for seats', ""Comparison to McDonald's"", 'Food quality was fine', 'Suggestion to open restaurant for overflow seating']",Consider expanding the breakfast room capacity or opening an overflow area in the restaurant to accommodate guests more comfortably.
 everything value for money,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Great quality for the price"",""Affordable"",""High-value purchase"",""Meets expectations"",""Delivers good performance""],""suggestions"":""Continue to maintain quality while keeping prices low.""}","{'sentiment': 'positive', 'key_points': ['Great quality for the price', 'Affordable', 'High-value purchase', 'Meets expectations', 'Delivers good performance'], 'suggestions': 'Continue to maintain quality while keeping prices low.'}","['Great quality for the price', 'Affordable', 'High-value purchase', 'Meets expectations', 'Delivers good performance']",Continue to maintain quality while keeping prices low.
 The bed ,POSITIVE,"{""sentiment"":""neutral"",""key_points"":[""The bed is comfortable"",""The design is attractive"",""The assembly was straightforward""],""suggestions"":""Consider including clearer instructions for setup.""}","{'sentiment': 'neutral', 'key_points': ['The bed is comfortable', 'The design is attractive', 'The assembly was straightforward'], 'suggestions': 'Consider including clearer instructions for setup.'}","['The bed is comfortable', 'The design is attractive', 'The assembly was straightforward']",Consider including clearer instructions for setup.
 Location was good and room was clean and comfortable Staff polite and welcoming ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Location was good"",""Room was clean and comfortable"",""Staff polite and welcoming""]}","{'sentiment': 'positive', 'key_points': ['Location was good', 'Room was clean and comfortable', 'Staff polite and welcoming']}","['Location was good', 'Room was clean and comfortable', 'Staff polite and welcoming']",No suggestion
 The check in experience was extremely bad they canacled my booking without notifying me and they didn t offer me a matching room replacement The have offered me a higher room with higher price the lady in the reception was so rude and she told me this is what we have take it or leave it I have been forced to pay a higher amount as I arrived from long flight around 7 30AM although I have booked the night before I will not trust booking com again and will never use hiltion hotels again,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Bad check-in experience"",""Booking was cancelled without notification"",""No matching room replacement offered"",""Rude staff at reception"",""Forced to pay a higher amount"",""Arrived after a long flight"",""Dissatisfaction with Hilton hotels""],""suggestions"":""Improve communication regarding bookings and provide better customer service training for staff.""}","{'sentiment': 'negative', 'key_points': ['Bad check-in experience', 'Booking was cancelled without notification', 'No matching room replacement offered', 'Rude staff at reception', 'Forced to pay a higher amount', 'Arrived after a long flight', 'Dissatisfaction with Hilton hotels'], 'suggestions': 'Improve communication regarding bookings and provide better customer service training for staff.'}","['Bad check-in experience', 'Booking was cancelled without notification', 'No matching room replacement offered', 'Rude staff at reception', 'Forced to pay a higher amount', 'Arrived after a long flight', 'Dissatisfaction with Hilton hotels']",Improve communication regarding bookings and provide better customer service training for staff.
 Location fantastic for getting around,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Location fantastic"",""Great for getting around""]}","{'sentiment': 'positive', 'key_points': ['Location fantastic', 'Great for getting around']}","['Location fantastic', 'Great for getting around']",No suggestion
 Breakfast was limited but very good quality,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Breakfast was limited"",""Very good quality""],""suggestions"":""Consider expanding the breakfast menu.""}","{'sentiment': 'positive', 'key_points': ['Breakfast was limited', 'Very good quality'], 'suggestions': 'Consider expanding the breakfast menu.'}","['Breakfast was limited', 'Very good quality']",Consider expanding the breakfast menu.
 The staff were approachable The hotel was so convenient for the arena concert we went to ,NEGATIVE,"{""sentiment"":""positive"",""key_points"":[""The staff were approachable"",""The hotel was convenient for the arena concert""]}","{'sentiment': 'positive', 'key_points': ['The staff were approachable', 'The hotel was convenient for the arena concert']}","['The staff were approachable', 'The hotel was convenient for the arena concert']",No suggestion
 Room was shabby Carpet worn Hair on floor in bathroom scuff on floor Towels frayed No bottled water for drinking in room,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Room was shabby"",""Carpet worn"",""Hair on floor in bathroom"",""Scuff on floor"",""Towels frayed"",""No bottled water for drinking in room""],""suggestions"":""Improve cleanliness and replace worn items such as carpet and towels.""}","{'sentiment': 'negative', 'key_points': ['Room was shabby', 'Carpet worn', 'Hair on floor in bathroom', 'Scuff on floor', 'Towels frayed', 'No bottled water for drinking in room'], 'suggestions': 'Improve cleanliness and replace worn items such as carpet and towels.'}","['Room was shabby', 'Carpet worn', 'Hair on floor in bathroom', 'Scuff on floor', 'Towels frayed', 'No bottled water for drinking in room']",Improve cleanliness and replace worn items such as carpet and towels.
 I think paying for wifi at quality hotels is a rip off on top of the already high room rate I get free wifi with a cup of coffee elsewhere They need to join the 21st century ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Paying for wifi at quality hotels is a rip-off"",""High room rates already exist"",""Free wifi is available elsewhere with a coffee"",""Hotels need to join the 21st century""]}","{'sentiment': 'negative', 'key_points': ['Paying for wifi at quality hotels is a rip-off', 'High room rates already exist', 'Free wifi is available elsewhere with a coffee', 'Hotels need to join the 21st century']}","['Paying for wifi at quality hotels is a rip-off', 'High room rates already exist', 'Free wifi is available elsewhere with a coffee', 'Hotels need to join the 21st century']",No suggestion
 The lifts they need to improve their maintainance because having a room on the 5th floor can mean either a lot of waiting or a lot of stairs ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""lifts need improvement in maintenance"",""having a room on the 5th floor can lead to long waiting times"",""having a room on the 5th floor can also mean using the stairs""],""suggestions"":""Improve lift maintenance to minimize waiting times and ensure efficient operation.""}","{'sentiment': 'negative', 'key_points': ['lifts need improvement in maintenance', 'having a room on the 5th floor can lead to long waiting times', 'having a room on the 5th floor can also mean using the stairs'], 'suggestions': 'Improve lift maintenance to minimize waiting times and ensure efficient operation.'}","['lifts need improvement in maintenance', 'having a room on the 5th floor can lead to long waiting times', 'having a room on the 5th floor can also mean using the stairs']",Improve lift maintenance to minimize waiting times and ensure efficient operation.
 Pool out of use ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""The pool is not in use"",""Condition of the pool is unclear or poor"",""No maintenance or communication about the pool status""],""suggestions"":""Provide regular updates about the pool status and consider maintenance.""}","{'sentiment': 'negative', 'key_points': ['The pool is not in use', 'Condition of the pool is unclear or poor', 'No maintenance or communication about the pool status'], 'suggestions': 'Provide regular updates about the pool status and consider maintenance.'}","['The pool is not in use', 'Condition of the pool is unclear or poor', 'No maintenance or communication about the pool status']",Provide regular updates about the pool status and consider maintenance.
 Location was the best thing going for this hotel,NEGATIVE,"{""sentiment"":""positive"",""key_points"":[""Location was the best thing going for this hotel""]}","{'sentiment': 'positive', 'key_points': ['Location was the best thing going for this hotel']}",['Location was the best thing going for this hotel'],No suggestion
 Clean friendly,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""clean"",""friendly""]}","{'sentiment': 'positive', 'key_points': ['clean', 'friendly']}","['clean', 'friendly']",No suggestion
 the situation of the hotel for the underground the sights and pubs restaurants the rooftop bar caf ,NEGATIVE,"{""sentiment"":""neutral"",""key_points"":[""location near underground transport"",""proximity to sights"",""close to pubs and restaurants"",""rooftop bar available"",""cafe on site""],""suggestions"":""Include more details about the cleanliness and service at these amenities.""}","{'sentiment': 'neutral', 'key_points': ['location near underground transport', 'proximity to sights', 'close to pubs and restaurants', 'rooftop bar available', 'cafe on site'], 'suggestions': 'Include more details about the cleanliness and service at these amenities.'}","['location near underground transport', 'proximity to sights', 'close to pubs and restaurants', 'rooftop bar available', 'cafe on site']",Include more details about the cleanliness and service at these amenities.
 Location Staff Food Customer service all excellent Staff were so friendly and helpful particularly the lady in the breakfast room Lovely lady 3 minute walk to tube Would definitely recommend this hotel ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Location excellent"",""Staff friendly and helpful"",""Particularly helpful lady in breakfast room"",""3 minute walk to tube"",""Recommend this hotel""]}","{'sentiment': 'positive', 'key_points': ['Location excellent', 'Staff friendly and helpful', 'Particularly helpful lady in breakfast room', '3 minute walk to tube', 'Recommend this hotel']}","['Location excellent', 'Staff friendly and helpful', 'Particularly helpful lady in breakfast room', '3 minute walk to tube', 'Recommend this hotel']",No suggestion
 Having to que for breakfast was not the best Air con in room was noisey ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Queuing for breakfast"",""Noisy air conditioning in room""],""suggestions"":""Improve the breakfast service to minimize waiting times and address the air conditioning noise issue.""}","{'sentiment': 'negative', 'key_points': ['Queuing for breakfast', 'Noisy air conditioning in room'], 'suggestions': 'Improve the breakfast service to minimize waiting times and address the air conditioning noise issue.'}","['Queuing for breakfast', 'Noisy air conditioning in room']",Improve the breakfast service to minimize waiting times and address the air conditioning noise issue.
 Location,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Great experience"",""Friendly staff"",""Beautiful location""],""suggestions"":""None""}","{'sentiment': 'positive', 'key_points': ['Great experience', 'Friendly staff', 'Beautiful location'], 'suggestions': 'None'}","['Great experience', 'Friendly staff', 'Beautiful location']",None
 The shower didn t work the bath tub didn t drain the night door staff were rude and aggressive and behaved more like nightclub bouncers Upon check out I was given the wrong bill Truly awful experience ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Shower didn't work"",""Bathtub didn't drain"",""Rude and aggressive night door staff"",""Incorrect bill upon check out"",""Overall awful experience""],""suggestions"":""Improve maintenance of facilities, train staff in customer service, and ensure accurate billing procedures.""}","{'sentiment': 'negative', 'key_points': [""Shower didn't work"", ""Bathtub didn't drain"", 'Rude and aggressive night door staff', 'Incorrect bill upon check out', 'Overall awful experience'], 'suggestions': 'Improve maintenance of facilities, train staff in customer service, and ensure accurate billing procedures.'}","[""Shower didn't work"", ""Bathtub didn't drain"", 'Rude and aggressive night door staff', 'Incorrect bill upon check out', 'Overall awful experience']","Improve maintenance of facilities, train staff in customer service, and ensure accurate billing procedures."
 The staff were really friendly and had even left wine and chocolates in the room due to our previous trip having to be changed which was not their fault A great view of the stadium and made our trip so easy Love it s so close to various food and shopping establishments ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""friendly staff"",""wine and chocolates in the room"",""great view of the stadium"",""easy trip"",""close to food and shopping establishments""]}","{'sentiment': 'positive', 'key_points': ['friendly staff', 'wine and chocolates in the room', 'great view of the stadium', 'easy trip', 'close to food and shopping establishments']}","['friendly staff', 'wine and chocolates in the room', 'great view of the stadium', 'easy trip', 'close to food and shopping establishments']",No suggestion
 Breakfast selection,POSITIVE,"{""sentiment"":""neutral"",""key_points"":[""Variety of choices"",""Fresh ingredients"",""Healthy options available""],""suggestions"":""Consider adding more international breakfast items.""}","{'sentiment': 'neutral', 'key_points': ['Variety of choices', 'Fresh ingredients', 'Healthy options available'], 'suggestions': 'Consider adding more international breakfast items.'}","['Variety of choices', 'Fresh ingredients', 'Healthy options available']",Consider adding more international breakfast items.
 Ok,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""great quality"",""excellent customer service"",""fast shipping""],""suggestions"":""Consider offering more color options.""}","{'sentiment': 'positive', 'key_points': ['great quality', 'excellent customer service', 'fast shipping'], 'suggestions': 'Consider offering more color options.'}","['great quality', 'excellent customer service', 'fast shipping']",Consider offering more color options.
 Slow WIFI,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Slow Wi-Fi connection"",""Frequent disconnects"",""Poor performance for streaming and gaming""],""suggestions"":""Consider upgrading to a better router or checking the internet plan for higher speed.""}","{'sentiment': 'negative', 'key_points': ['Slow Wi-Fi connection', 'Frequent disconnects', 'Poor performance for streaming and gaming'], 'suggestions': 'Consider upgrading to a better router or checking the internet plan for higher speed.'}","['Slow Wi-Fi connection', 'Frequent disconnects', 'Poor performance for streaming and gaming']",Consider upgrading to a better router or checking the internet plan for higher speed.
 Nothing,NEGATIVE,"{""sentiment"":""neutral"",""key_points"":[""Nothing""],""suggestions"":""""}","{'sentiment': 'neutral', 'key_points': ['Nothing'], 'suggestions': ''}",['Nothing'],
 Nothing,NEGATIVE,"{""sentiment"":""neutral"",""key_points"":[""Nothing""],""suggestions"":""""}","{'sentiment': 'neutral', 'key_points': ['Nothing'], 'suggestions': ''}",['Nothing'],
 Staff were fab Lovely room Hairdryer Iron and ironing board in room Good free internet,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Staff were fab"",""Lovely room"",""Hairdryer and iron in room"",""Good free internet""]}","{'sentiment': 'positive', 'key_points': ['Staff were fab', 'Lovely room', 'Hairdryer and iron in room', 'Good free internet']}","['Staff were fab', 'Lovely room', 'Hairdryer and iron in room', 'Good free internet']",No suggestion
 Fantastic views of big Ben The room was extremely comfortable would definitely recommend it ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Fantastic views of Big Ben"",""Extremely comfortable room"",""Definitely recommend it""]}","{'sentiment': 'positive', 'key_points': ['Fantastic views of Big Ben', 'Extremely comfortable room', 'Definitely recommend it']}","['Fantastic views of Big Ben', 'Extremely comfortable room', 'Definitely recommend it']",No suggestion
 the staff were so nice and professional beds are very good the surrounding shops were excellent ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""staff were nice and professional"",""beds are very good"",""surrounding shops were excellent""]}","{'sentiment': 'positive', 'key_points': ['staff were nice and professional', 'beds are very good', 'surrounding shops were excellent']}","['staff were nice and professional', 'beds are very good', 'surrounding shops were excellent']",No suggestion
 Location comfortable room and excellent breakfast,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""comfortable room"",""excellent breakfast""]}","{'sentiment': 'positive', 'key_points': ['comfortable room', 'excellent breakfast']}","['comfortable room', 'excellent breakfast']",No suggestion
 No issues at all ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""No issues at all""]}","{'sentiment': 'positive', 'key_points': ['No issues at all']}",['No issues at all'],No suggestion
 No issues at all ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""No issues at all""]}","{'sentiment': 'positive', 'key_points': ['No issues at all']}",['No issues at all'],No suggestion
