review,sentiment,insights,insights_conv,key_points,suggestions,clean_suggestions,tema,valor_tema,desc_tema
 some issues with technology in the room but dealt with well by staff,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""issues with technology in the room"",""staff dealt with it well""]}","{'sentiment': 'positive', 'key_points': ['issues with technology in the room', 'staff dealt with it well']}","['issues with technology in the room', 'staff dealt with it well']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 The round table was taking too much space Not necessary Also Internet had to be reconnected after every 24 hours If it is free complimentary then keep it running ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""The round table took up too much space"",""The round table was not necessary"",""Internet had to be reconnected every 24 hours"",""Free complimentary internet should be kept running""],""suggestions"":""Consider removing unnecessary furniture and improving the reliability of the internet service.""}","{'sentiment': 'negative', 'key_points': ['The round table took up too much space', 'The round table was not necessary', 'Internet had to be reconnected every 24 hours', 'Free complimentary internet should be kept running'], 'suggestions': 'Consider removing unnecessary furniture and improving the reliability of the internet service.'}","['The round table took up too much space', 'The round table was not necessary', 'Internet had to be reconnected every 24 hours', 'Free complimentary internet should be kept running']",Consider removing unnecessary furniture and improving the reliability of the internet service.,Consider removing unnecessary furniture improving reliability internet service.,-1,0.07725514355311462,-1
 Great staff good size rooms,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Great staff"",""Good size rooms""]}","{'sentiment': 'positive', 'key_points': ['Great staff', 'Good size rooms']}","['Great staff', 'Good size rooms']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Value for money,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""good price"",""high quality"",""worth the investment"",""satisfied with purchase""]}","{'sentiment': 'positive', 'key_points': ['good price', 'high quality', 'worth the investment', 'satisfied with purchase']}","['good price', 'high quality', 'worth the investment', 'satisfied with purchase']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 I seriously cannot think of anything ,POSITIVE,"{""sentiment"":""neutral"",""key_points"":[""User is unable to think of anything"",""No specific details or context provided""],""suggestions"":""Encourage the user to elaborate more on their thoughts or feelings for better insight.""}","{'sentiment': 'neutral', 'key_points': ['User is unable to think of anything', 'No specific details or context provided'], 'suggestions': 'Encourage the user to elaborate more on their thoughts or feelings for better insight.'}","['User is unable to think of anything', 'No specific details or context provided']",Encourage the user to elaborate more on their thoughts or feelings for better insight.,Encourage user elaborate thoughts feelings better insight.,-1,0.027421532808125672,-1
 The heater in the room didn t actually heat up so the room was quite cold at times Also it was difficult to close the wooden shutter because the heater got in the way But overall they seemed quite minor ,NEGATIVE,"{""sentiment"":""neutral"",""key_points"":[""The heater did not adequately heat the room"",""The heater obstructed closing the wooden shutter"",""Issues were considered minor overall""]}","{'sentiment': 'neutral', 'key_points': ['The heater did not adequately heat the room', 'The heater obstructed closing the wooden shutter', 'Issues were considered minor overall']}","['The heater did not adequately heat the room', 'The heater obstructed closing the wooden shutter', 'Issues were considered minor overall']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 The breakfast room was too small for the no of guest and people were standing around as if it were McDonald s waiting to grab a seat It was ashamed because the food was fine They should have opened the restaurant for guest as an overflow,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Breakfast room too small for number of guests"",""Guests standing around waiting for seats"",""Comparison to McDonald's"",""Food quality was fine"",""Suggestion to open restaurant for overflow seating""],""suggestions"":""Consider expanding the breakfast room capacity or opening an overflow area in the restaurant to accommodate guests more comfortably.""}","{'sentiment': 'negative', 'key_points': ['Breakfast room too small for number of guests', 'Guests standing around waiting for seats', ""Comparison to McDonald's"", 'Food quality was fine', 'Suggestion to open restaurant for overflow seating'], 'suggestions': 'Consider expanding the breakfast room capacity or opening an overflow area in the restaurant to accommodate guests more comfortably.'}","['Breakfast room too small for number of guests', 'Guests standing around waiting for seats', ""Comparison to McDonald's"", 'Food quality was fine', 'Suggestion to open restaurant for overflow seating']",Consider expanding the breakfast room capacity or opening an overflow area in the restaurant to accommodate guests more comfortably.,Consider expanding breakfast room capacity opening overflow area restaurant accommodate guests comfortably.,6,0.11521964432832651,Mejorar el menú del desayuno
 everything value for money,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Great quality for the price"",""Affordable"",""High-value purchase"",""Meets expectations"",""Delivers good performance""],""suggestions"":""Continue to maintain quality while keeping prices low.""}","{'sentiment': 'positive', 'key_points': ['Great quality for the price', 'Affordable', 'High-value purchase', 'Meets expectations', 'Delivers good performance'], 'suggestions': 'Continue to maintain quality while keeping prices low.'}","['Great quality for the price', 'Affordable', 'High-value purchase', 'Meets expectations', 'Delivers good performance']",Continue to maintain quality while keeping prices low.,Continue maintain quality keeping prices low.,6,0.0385330126246631,Mejorar el menú del desayuno
 The bed ,POSITIVE,"{""sentiment"":""neutral"",""key_points"":[""The bed is comfortable"",""The design is attractive"",""The assembly was straightforward""],""suggestions"":""Consider including clearer instructions for setup.""}","{'sentiment': 'neutral', 'key_points': ['The bed is comfortable', 'The design is attractive', 'The assembly was straightforward'], 'suggestions': 'Consider including clearer instructions for setup.'}","['The bed is comfortable', 'The design is attractive', 'The assembly was straightforward']",Consider including clearer instructions for setup.,Consider including clearer instructions setup.,-1,0.03717346374305042,-1
 Location was good and room was clean and comfortable Staff polite and welcoming ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Location was good"",""Room was clean and comfortable"",""Staff polite and welcoming""]}","{'sentiment': 'positive', 'key_points': ['Location was good', 'Room was clean and comfortable', 'Staff polite and welcoming']}","['Location was good', 'Room was clean and comfortable', 'Staff polite and welcoming']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 The check in experience was extremely bad they canacled my booking without notifying me and they didn t offer me a matching room replacement The have offered me a higher room with higher price the lady in the reception was so rude and she told me this is what we have take it or leave it I have been forced to pay a higher amount as I arrived from long flight around 7 30AM although I have booked the night before I will not trust booking com again and will never use hiltion hotels again,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Bad check-in experience"",""Booking was cancelled without notification"",""No matching room replacement offered"",""Rude staff at reception"",""Forced to pay a higher amount"",""Arrived after a long flight"",""Dissatisfaction with Hilton hotels""],""suggestions"":""Improve communication regarding bookings and provide better customer service training for staff.""}","{'sentiment': 'negative', 'key_points': ['Bad check-in experience', 'Booking was cancelled without notification', 'No matching room replacement offered', 'Rude staff at reception', 'Forced to pay a higher amount', 'Arrived after a long flight', 'Dissatisfaction with Hilton hotels'], 'suggestions': 'Improve communication regarding bookings and provide better customer service training for staff.'}","['Bad check-in experience', 'Booking was cancelled without notification', 'No matching room replacement offered', 'Rude staff at reception', 'Forced to pay a higher amount', 'Arrived after a long flight', 'Dissatisfaction with Hilton hotels']",Improve communication regarding bookings and provide better customer service training for staff.,Improve communication regarding bookings provide better customer service training staff.,5,0.22992557231819716,Mejorar la calidad de atención del personal
 Location fantastic for getting around,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Location fantastic"",""Great for getting around""]}","{'sentiment': 'positive', 'key_points': ['Location fantastic', 'Great for getting around']}","['Location fantastic', 'Great for getting around']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Breakfast was limited but very good quality,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Breakfast was limited"",""Very good quality""],""suggestions"":""Consider expanding the breakfast menu.""}","{'sentiment': 'positive', 'key_points': ['Breakfast was limited', 'Very good quality'], 'suggestions': 'Consider expanding the breakfast menu.'}","['Breakfast was limited', 'Very good quality']",Consider expanding the breakfast menu.,Consider expanding breakfast menu.,6,0.31153563821040553,Mejorar el menú del desayuno
 The staff were approachable The hotel was so convenient for the arena concert we went to ,NEGATIVE,"{""sentiment"":""positive"",""key_points"":[""The staff were approachable"",""The hotel was convenient for the arena concert""]}","{'sentiment': 'positive', 'key_points': ['The staff were approachable', 'The hotel was convenient for the arena concert']}","['The staff were approachable', 'The hotel was convenient for the arena concert']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Room was shabby Carpet worn Hair on floor in bathroom scuff on floor Towels frayed No bottled water for drinking in room,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Room was shabby"",""Carpet worn"",""Hair on floor in bathroom"",""Scuff on floor"",""Towels frayed"",""No bottled water for drinking in room""],""suggestions"":""Improve cleanliness and replace worn items such as carpet and towels.""}","{'sentiment': 'negative', 'key_points': ['Room was shabby', 'Carpet worn', 'Hair on floor in bathroom', 'Scuff on floor', 'Towels frayed', 'No bottled water for drinking in room'], 'suggestions': 'Improve cleanliness and replace worn items such as carpet and towels.'}","['Room was shabby', 'Carpet worn', 'Hair on floor in bathroom', 'Scuff on floor', 'Towels frayed', 'No bottled water for drinking in room']",Improve cleanliness and replace worn items such as carpet and towels.,Improve cleanliness replace worn items carpet towels.,2,0.07853395844956111,Mejorar calidad del aire acondicionado y limpieza de los cuartos
 I think paying for wifi at quality hotels is a rip off on top of the already high room rate I get free wifi with a cup of coffee elsewhere They need to join the 21st century ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Paying for wifi at quality hotels is a rip-off"",""High room rates already exist"",""Free wifi is available elsewhere with a coffee"",""Hotels need to join the 21st century""]}","{'sentiment': 'negative', 'key_points': ['Paying for wifi at quality hotels is a rip-off', 'High room rates already exist', 'Free wifi is available elsewhere with a coffee', 'Hotels need to join the 21st century']}","['Paying for wifi at quality hotels is a rip-off', 'High room rates already exist', 'Free wifi is available elsewhere with a coffee', 'Hotels need to join the 21st century']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 The lifts they need to improve their maintainance because having a room on the 5th floor can mean either a lot of waiting or a lot of stairs ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""lifts need improvement in maintenance"",""having a room on the 5th floor can lead to long waiting times"",""having a room on the 5th floor can also mean using the stairs""],""suggestions"":""Improve lift maintenance to minimize waiting times and ensure efficient operation.""}","{'sentiment': 'negative', 'key_points': ['lifts need improvement in maintenance', 'having a room on the 5th floor can lead to long waiting times', 'having a room on the 5th floor can also mean using the stairs'], 'suggestions': 'Improve lift maintenance to minimize waiting times and ensure efficient operation.'}","['lifts need improvement in maintenance', 'having a room on the 5th floor can lead to long waiting times', 'having a room on the 5th floor can also mean using the stairs']",Improve lift maintenance to minimize waiting times and ensure efficient operation.,Improve lift maintenance minimize waiting times ensure efficient operation.,2,0.1016749098360505,Mejorar calidad del aire acondicionado y limpieza de los cuartos
 Pool out of use ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""The pool is not in use"",""Condition of the pool is unclear or poor"",""No maintenance or communication about the pool status""],""suggestions"":""Provide regular updates about the pool status and consider maintenance.""}","{'sentiment': 'negative', 'key_points': ['The pool is not in use', 'Condition of the pool is unclear or poor', 'No maintenance or communication about the pool status'], 'suggestions': 'Provide regular updates about the pool status and consider maintenance.'}","['The pool is not in use', 'Condition of the pool is unclear or poor', 'No maintenance or communication about the pool status']",Provide regular updates about the pool status and consider maintenance.,Provide regular updates pool status consider maintenance.,-1,0.0298376418107061,-1
 Location was the best thing going for this hotel,NEGATIVE,"{""sentiment"":""positive"",""key_points"":[""Location was the best thing going for this hotel""]}","{'sentiment': 'positive', 'key_points': ['Location was the best thing going for this hotel']}",['Location was the best thing going for this hotel'],No suggestion,No suggestion,-1,0.13495818573065688,-1
 Clean friendly,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""clean"",""friendly""]}","{'sentiment': 'positive', 'key_points': ['clean', 'friendly']}","['clean', 'friendly']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 the situation of the hotel for the underground the sights and pubs restaurants the rooftop bar caf ,NEGATIVE,"{""sentiment"":""neutral"",""key_points"":[""location near underground transport"",""proximity to sights"",""close to pubs and restaurants"",""rooftop bar available"",""cafe on site""],""suggestions"":""Include more details about the cleanliness and service at these amenities.""}","{'sentiment': 'neutral', 'key_points': ['location near underground transport', 'proximity to sights', 'close to pubs and restaurants', 'rooftop bar available', 'cafe on site'], 'suggestions': 'Include more details about the cleanliness and service at these amenities.'}","['location near underground transport', 'proximity to sights', 'close to pubs and restaurants', 'rooftop bar available', 'cafe on site']",Include more details about the cleanliness and service at these amenities.,Include details cleanliness service amenities.,-1,0.07673387770087584,-1
 Location Staff Food Customer service all excellent Staff were so friendly and helpful particularly the lady in the breakfast room Lovely lady 3 minute walk to tube Would definitely recommend this hotel ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Location excellent"",""Staff friendly and helpful"",""Particularly helpful lady in breakfast room"",""3 minute walk to tube"",""Recommend this hotel""]}","{'sentiment': 'positive', 'key_points': ['Location excellent', 'Staff friendly and helpful', 'Particularly helpful lady in breakfast room', '3 minute walk to tube', 'Recommend this hotel']}","['Location excellent', 'Staff friendly and helpful', 'Particularly helpful lady in breakfast room', '3 minute walk to tube', 'Recommend this hotel']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Having to que for breakfast was not the best Air con in room was noisey ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Queuing for breakfast"",""Noisy air conditioning in room""],""suggestions"":""Improve the breakfast service to minimize waiting times and address the air conditioning noise issue.""}","{'sentiment': 'negative', 'key_points': ['Queuing for breakfast', 'Noisy air conditioning in room'], 'suggestions': 'Improve the breakfast service to minimize waiting times and address the air conditioning noise issue.'}","['Queuing for breakfast', 'Noisy air conditioning in room']",Improve the breakfast service to minimize waiting times and address the air conditioning noise issue.,Improve breakfast service minimize waiting times address air conditioning noise issue.,6,0.07551349335742284,Mejorar el menú del desayuno
 Location,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Great experience"",""Friendly staff"",""Beautiful location""],""suggestions"":""None""}","{'sentiment': 'positive', 'key_points': ['Great experience', 'Friendly staff', 'Beautiful location'], 'suggestions': 'None'}","['Great experience', 'Friendly staff', 'Beautiful location']",None,None,-1,0.0,-1
 The shower didn t work the bath tub didn t drain the night door staff were rude and aggressive and behaved more like nightclub bouncers Upon check out I was given the wrong bill Truly awful experience ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Shower didn't work"",""Bathtub didn't drain"",""Rude and aggressive night door staff"",""Incorrect bill upon check out"",""Overall awful experience""],""suggestions"":""Improve maintenance of facilities, train staff in customer service, and ensure accurate billing procedures.""}","{'sentiment': 'negative', 'key_points': [""Shower didn't work"", ""Bathtub didn't drain"", 'Rude and aggressive night door staff', 'Incorrect bill upon check out', 'Overall awful experience'], 'suggestions': 'Improve maintenance of facilities, train staff in customer service, and ensure accurate billing procedures.'}","[""Shower didn't work"", ""Bathtub didn't drain"", 'Rude and aggressive night door staff', 'Incorrect bill upon check out', 'Overall awful experience']","Improve maintenance of facilities, train staff in customer service, and ensure accurate billing procedures.","Improve maintenance facilities, train staff customer service, ensure accurate billing procedures.",5,0.13559908456943817,Mejorar la calidad de atención del personal
 The staff were really friendly and had even left wine and chocolates in the room due to our previous trip having to be changed which was not their fault A great view of the stadium and made our trip so easy Love it s so close to various food and shopping establishments ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""friendly staff"",""wine and chocolates in the room"",""great view of the stadium"",""easy trip"",""close to food and shopping establishments""]}","{'sentiment': 'positive', 'key_points': ['friendly staff', 'wine and chocolates in the room', 'great view of the stadium', 'easy trip', 'close to food and shopping establishments']}","['friendly staff', 'wine and chocolates in the room', 'great view of the stadium', 'easy trip', 'close to food and shopping establishments']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Breakfast selection,POSITIVE,"{""sentiment"":""neutral"",""key_points"":[""Variety of choices"",""Fresh ingredients"",""Healthy options available""],""suggestions"":""Consider adding more international breakfast items.""}","{'sentiment': 'neutral', 'key_points': ['Variety of choices', 'Fresh ingredients', 'Healthy options available'], 'suggestions': 'Consider adding more international breakfast items.'}","['Variety of choices', 'Fresh ingredients', 'Healthy options available']",Consider adding more international breakfast items.,Consider adding international breakfast items.,-1,0.2084330839657966,-1
 Ok,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""great quality"",""excellent customer service"",""fast shipping""],""suggestions"":""Consider offering more color options.""}","{'sentiment': 'positive', 'key_points': ['great quality', 'excellent customer service', 'fast shipping'], 'suggestions': 'Consider offering more color options.'}","['great quality', 'excellent customer service', 'fast shipping']",Consider offering more color options.,Consider offering color options.,3,0.24470459927995644,Más colores en la decoración de los cuartos
 Slow WIFI,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Slow Wi-Fi connection"",""Frequent disconnects"",""Poor performance for streaming and gaming""],""suggestions"":""Consider upgrading to a better router or checking the internet plan for higher speed.""}","{'sentiment': 'negative', 'key_points': ['Slow Wi-Fi connection', 'Frequent disconnects', 'Poor performance for streaming and gaming'], 'suggestions': 'Consider upgrading to a better router or checking the internet plan for higher speed.'}","['Slow Wi-Fi connection', 'Frequent disconnects', 'Poor performance for streaming and gaming']",Consider upgrading to a better router or checking the internet plan for higher speed.,Consider upgrading better router checking internet plan higher speed.,-1,0.05446942864873622,-1
 Staff were fab Lovely room Hairdryer Iron and ironing board in room Good free internet,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Staff were fab"",""Lovely room"",""Hairdryer and iron in room"",""Good free internet""]}","{'sentiment': 'positive', 'key_points': ['Staff were fab', 'Lovely room', 'Hairdryer and iron in room', 'Good free internet']}","['Staff were fab', 'Lovely room', 'Hairdryer and iron in room', 'Good free internet']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Fantastic views of big Ben The room was extremely comfortable would definitely recommend it ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Fantastic views of Big Ben"",""Extremely comfortable room"",""Definitely recommend it""]}","{'sentiment': 'positive', 'key_points': ['Fantastic views of Big Ben', 'Extremely comfortable room', 'Definitely recommend it']}","['Fantastic views of Big Ben', 'Extremely comfortable room', 'Definitely recommend it']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 the staff were so nice and professional beds are very good the surrounding shops were excellent ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""staff were nice and professional"",""beds are very good"",""surrounding shops were excellent""]}","{'sentiment': 'positive', 'key_points': ['staff were nice and professional', 'beds are very good', 'surrounding shops were excellent']}","['staff were nice and professional', 'beds are very good', 'surrounding shops were excellent']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Location comfortable room and excellent breakfast,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""comfortable room"",""excellent breakfast""]}","{'sentiment': 'positive', 'key_points': ['comfortable room', 'excellent breakfast']}","['comfortable room', 'excellent breakfast']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 No issues at all ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""No issues at all""]}","{'sentiment': 'positive', 'key_points': ['No issues at all']}",['No issues at all'],No suggestion,No suggestion,-1,0.13495818573065688,-1
 No issues at all ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""No issues at all""]}","{'sentiment': 'positive', 'key_points': ['No issues at all']}",['No issues at all'],No suggestion,No suggestion,-1,0.13495818573065688,-1
 The hotel room was clean warm and very comfortable and the breakfast was more than plentiful The room itself wasn t the largest of hotel rooms I have stayed in however the comfort of the room and having a great nights sleep more than made up for the lack of space I found the staff to be exceptionally helpful from the point of my arrival and throughout the stay At checkout time the staff were politely informed that I could leave my luggage in a secure room whilst I went off to do some shopping before my actual departure time from London which was most appreciated Overall I had an enjoyable stay at the Grand Royale London Park Hotel and would certainly consider staying again on future visits to London ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""The hotel room was clean, warm, and comfortable."",""Breakfast was plentiful."",""Despite being small, the room was comfortable and allowed for a great night's sleep."",""Staff were exceptionally helpful during the stay."",""Ability to leave luggage in a secure room was appreciated."",""Enjoyable stay overall and consideration for future visits.""]}","{'sentiment': 'positive', 'key_points': ['The hotel room was clean, warm, and comfortable.', 'Breakfast was plentiful.', ""Despite being small, the room was comfortable and allowed for a great night's sleep."", 'Staff were exceptionally helpful during the stay.', 'Ability to leave luggage in a secure room was appreciated.', 'Enjoyable stay overall and consideration for future visits.']}","['The hotel room was clean, warm, and comfortable.', 'Breakfast was plentiful.', ""Despite being small, the room was comfortable and allowed for a great night's sleep."", 'Staff were exceptionally helpful during the stay.', 'Ability to leave luggage in a secure room was appreciated.', 'Enjoyable stay overall and consideration for future visits.']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Location suited us and staff were very helpful ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Location suited us"",""Staff were very helpful""]}","{'sentiment': 'positive', 'key_points': ['Location suited us', 'Staff were very helpful']}","['Location suited us', 'Staff were very helpful']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 100 going again really enjoyed it and beautiful building ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""really enjoyed it"",""beautiful building""]}","{'sentiment': 'positive', 'key_points': ['really enjoyed it', 'beautiful building']}","['really enjoyed it', 'beautiful building']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 old furniture expensive wifi internet connection no omelet station at breakfast time,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""old furniture"",""expensive wifi internet connection"",""no omelet station at breakfast""],""suggestions"":""Consider updating the furniture, reviewing the pricing for internet, and adding an omelet station to the breakfast offerings.""}","{'sentiment': 'negative', 'key_points': ['old furniture', 'expensive wifi internet connection', 'no omelet station at breakfast'], 'suggestions': 'Consider updating the furniture, reviewing the pricing for internet, and adding an omelet station to the breakfast offerings.'}","['old furniture', 'expensive wifi internet connection', 'no omelet station at breakfast']","Consider updating the furniture, reviewing the pricing for internet, and adding an omelet station to the breakfast offerings.","Consider updating furniture, reviewing pricing internet, adding omelet station breakfast offerings.",-1,0.10204292641507724,-1
 Shoddy in need of decor and they charged to use the pool ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Shoddy condition"",""Need for decor"",""Charged for pool usage""]}","{'sentiment': 'negative', 'key_points': ['Shoddy condition', 'Need for decor', 'Charged for pool usage']}","['Shoddy condition', 'Need for decor', 'Charged for pool usage']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Fantastic location for what I needed Staff were friendly room was clean and comfortable,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Fantastic location"",""Staff were friendly"",""Room was clean"",""Room was comfortable""]}","{'sentiment': 'positive', 'key_points': ['Fantastic location', 'Staff were friendly', 'Room was clean', 'Room was comfortable']}","['Fantastic location', 'Staff were friendly', 'Room was clean', 'Room was comfortable']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Although a very nice touch a welcome cookie For those of us who have a nut allergy and in this day and age plenty people do It would be nice to offer something without a nut content,POSITIVE,"{""sentiment"":""neutral"",""key_points"":[""welcome cookie is a nice touch"",""concern for those with nut allergies"",""suggestion for offering nut-free options""]}","{'sentiment': 'neutral', 'key_points': ['welcome cookie is a nice touch', 'concern for those with nut allergies', 'suggestion for offering nut-free options']}","['welcome cookie is a nice touch', 'concern for those with nut allergies', 'suggestion for offering nut-free options']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 As others have mentioned the rooms could do with a face lift torn wall paper etc but at the price I paid I didn t mind this at all ,NEGATIVE,"{""sentiment"":""neutral"",""key_points"":[""rooms could do with a face lift"",""torn wall paper"",""price paid was acceptable""]}","{'sentiment': 'neutral', 'key_points': ['rooms could do with a face lift', 'torn wall paper', 'price paid was acceptable']}","['rooms could do with a face lift', 'torn wall paper', 'price paid was acceptable']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Beautiful decorated rooms big very clean comfortable bed windows can open fantastic hot and cold breakfast good coffee and Stefano at front desk very helpful Big shopping centre within driving distance Metro ten minutes walk and easy to navigate paid 1 50 to the city Train station right next to the hotel ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Beautiful decorated rooms"",""Very clean"",""Comfortable bed"",""Windows can open"",""Fantastic hot and cold breakfast"",""Good coffee"",""Helpful staff (Stefano)"",""Big shopping centre nearby"",""Metro ten minutes walk"",""Easy to navigate"",""Train station right next to the hotel""]}","{'sentiment': 'positive', 'key_points': ['Beautiful decorated rooms', 'Very clean', 'Comfortable bed', 'Windows can open', 'Fantastic hot and cold breakfast', 'Good coffee', 'Helpful staff (Stefano)', 'Big shopping centre nearby', 'Metro ten minutes walk', 'Easy to navigate', 'Train station right next to the hotel']}","['Beautiful decorated rooms', 'Very clean', 'Comfortable bed', 'Windows can open', 'Fantastic hot and cold breakfast', 'Good coffee', 'Helpful staff (Stefano)', 'Big shopping centre nearby', 'Metro ten minutes walk', 'Easy to navigate', 'Train station right next to the hotel']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Outside of building could do with a revamp ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Outside of building could do with a revamp""]}","{'sentiment': 'negative', 'key_points': ['Outside of building could do with a revamp']}",['Outside of building could do with a revamp'],No suggestion,No suggestion,-1,0.13495818573065688,-1
 The location is excellent and staff very helpful and friendly I will gladly stay again on this hotel ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Excellent location"",""Helpful and friendly staff"",""Willingness to stay again""]}","{'sentiment': 'positive', 'key_points': ['Excellent location', 'Helpful and friendly staff', 'Willingness to stay again']}","['Excellent location', 'Helpful and friendly staff', 'Willingness to stay again']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Helpful stafff,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Helpful staff""]}","{'sentiment': 'positive', 'key_points': ['Helpful staff']}",['Helpful staff'],No suggestion,No suggestion,-1,0.13495818573065688,-1
 I like it s cleanses and the building is good ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""cleanses well"",""building quality is good""]}","{'sentiment': 'positive', 'key_points': ['cleanses well', 'building quality is good']}","['cleanses well', 'building quality is good']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 The staff were really helpful and friendly Excellent breakfast ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""staff were really helpful"",""staff were friendly"",""excellent breakfast""]}","{'sentiment': 'positive', 'key_points': ['staff were really helpful', 'staff were friendly', 'excellent breakfast']}","['staff were really helpful', 'staff were friendly', 'excellent breakfast']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Excellent,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Excellent quality"",""Highly recommended"",""Value for money"",""Fast shipping""],""suggestions"":""None""}","{'sentiment': 'positive', 'key_points': ['Excellent quality', 'Highly recommended', 'Value for money', 'Fast shipping'], 'suggestions': 'None'}","['Excellent quality', 'Highly recommended', 'Value for money', 'Fast shipping']",None,None,-1,0.0,-1
 Beds a little hard and pillow,NEGATIVE,"{""sentiment"":""neutral"",""key_points"":[""Beds are a little hard"",""Pillow quality is not mentioned""],""suggestions"":""Consider adding softer bedding options and higher quality pillows.""}","{'sentiment': 'neutral', 'key_points': ['Beds are a little hard', 'Pillow quality is not mentioned'], 'suggestions': 'Consider adding softer bedding options and higher quality pillows.'}","['Beds are a little hard', 'Pillow quality is not mentioned']",Consider adding softer bedding options and higher quality pillows.,Consider adding softer bedding options higher quality pillows.,-1,0.12097587381514453,-1
 Bed was extremely comfortable and lovely staff,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""extremely comfortable bed"",""lovely staff""]}","{'sentiment': 'positive', 'key_points': ['extremely comfortable bed', 'lovely staff']}","['extremely comfortable bed', 'lovely staff']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Good staff ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Good staff""]}","{'sentiment': 'positive', 'key_points': ['Good staff']}",['Good staff'],No suggestion,No suggestion,-1,0.13495818573065688,-1
 Hotel was nice got nice club room,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Hotel was nice"",""Got nice club room""]}","{'sentiment': 'positive', 'key_points': ['Hotel was nice', 'Got nice club room']}","['Hotel was nice', 'Got nice club room']",No suggestion,No suggestion,-1,0.13495818573065688,-1
